TIC ID,TOI,CTOI,Master priority,SG1A priority,SG1B priority,SG2 priority,SG3 priority,SG4 priority,SG5 priority,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS mag,TESS mag error,Pipeline Signal ID,Source,Detection,RA (deg),Dec (deg),PM RA (mas/yr),PM RA error,PM Dec (mas/yr),PM Dec error,Transit Epoch (BJD),Transit Epoch error,Period (days),Period error,Duration (hours),Duration error,Depth (mmag),Depth (mmag) error,Depth (ppm),Depth (ppm) error,Planet Radius (R_Earth),Planet Radius error,Planet Insolation (Earth flux),Planet Eq Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance error,Stellar Teff (K),Stellar Teff error,Stellar log(g) (cm/s2),Stellar log(g) error,Stellar Radius (R_Sun),Stellar Radius error,Stellar Metallicity,Stellar Metallicity error,Stellar Mass (M_Sun),Stellar Mass error,Sectors,Comments,Date TOI Alerted (by TESS Project),Date TOI Updated (by TESS Project),Date Modified (by ExoFOP-TESS),depth,sigma,sigma_full,is_below_line,period,fit_chisq,p_value,b
398943781,780.01,,5,5,5,5,5,5,5,134.6,360.4,123.82,0,1,1,KP,KP,10.7875,0.006,1,qlp-s37-tois,SPOC,190.618803,-30.639818,14.9,0.076,11.889,0.054,2459329.902,0.0001207,3.0524018,8.00E-07,2.483,0.023,24.452648,0.00019,22270,0.175155,13.7594,0.652368,344.149,1199,323,163.371,1.0595,5545,,4.52787,,0.88,0.04,0.06,0.02,0.976,0.123773,"10,37",WASP-41 b,2019/6/11,2023/1/24,2023/1/26,0.97773,0.001063652,0.000860305,TRUE,,,,0.03740969
402026209,232.01,,4,5,5,5,5,4,5,154.3,140.1,317,1,1,7,KP,KP,11.8295,0.006,1,spoc,UNKNOWN,353.562915,-42.061779,9.874,0.053,-87.518,0.048,2459109.947,9.00E-05,1.338230712,3.22E-07,2.153389792,0.008862076,29.962116,0.099151,27218.8341,91.3169,14.83782003,0.9224437,1188.622619,1497.547985,321.36127,267.206,3.7205,5436,,4.46024,,0.894973993,0.0555528,-0.01,0.1,0.97,0.122722,"2,28,29",WASP-4 b,2018/11/29,2021/10/7,2022/12/14,0.972781166,0.00105786,0.00105786,TRUE,,,,6.87E-04
268403451,1612.01,,5,5,5,5,5,5,5,114.3,119.8,317,0,0,0,KP,KP,10.0521,0.006,1,qlp-s60-ffi,QLP,277.478075,85.233321,-15.354,0.038,24.461,0.054,2459962.467,0.0001619,2.8641324,7.00E-07,2.493,0.181,10.475613,0.233351,9602,214.901,15.3798,0.748208,670.49,1417,315,234.149,1.1875,6082,137.7,4.13,0.08,1.53,0.07,,,1.139,0.156619,"18,19,20,25,26,40,47,52,53,59,60",XO-7b (arXiv:1912.02821),2019/12/19,2023/2/27,2023/3/3,0.990398,0.00036589,0.000315478,TRUE,,,,0.74439542
169226822,675.01,,5,5,5,5,5,5,5,142.2,154.7,317,0,2,5,KP,KP,9.62959,0.006,1,qlp-s62-ffi,SPOC/QLP,160.558765,-3.834999,19.224,0.081,17.026,0.067,2460010.438,0.0007304,4.1779929,2.40E-06,4.144,0.035,13.705617,0.483987,12544,445.669,15.3075,0.746125,663.252,1413,305,159.507,1.2005,5620,,4.18582,,1.35,0.06,-0.193,0.014,1.05,0.130177,"9,35,46,62",WASP-127 b,2019/5/6,2023/4/12,2023/4/25,0.987456,0.000538653,0.000463103,TRUE,,,,0.18752737
380619414,5144.01,,5,5,5,5,5,5,5,254.3,262.6,317,0,0,2,KP,KP,10.15,0.014,1,spoc-s46-b0A,SPOC/QLP,175.908033,6.563784,-77.24,0.083,11.016,0.07,2459553.605,0.000166279,2.655675251,1.10E-05,2.61110139,0.009682583,22.222044,0.069241,20259.22626,63.771496,,,640.3257634,1282.980317,300.182,141.887,1.2185,5817.3,609.9,,,,,0.118,0.019,,,"45,46",WASP-85 A b; SPOC assuming solar radius but Rs ~ 0.9,2022/1/25,2022/7/15,2022/12/14,0.979740774,0.000836109,0.000836109,TRUE,,,,0.13031142
233120979,1251.01,,3,5,5,3,4,4,4,45.9,183.9,73.36,10,19,4,PC,APC,10.6479,0.006,1,qlp-s52-tois,SPOC/QLP,273.529238,62.858243,-17.9,3.3,-3,3.4,2459759.179,0.0001791,5.9630544,1.50E-06,2.951,0.029,12.009271,0.000269,11000,0.248193,10.0859,,112.667,,298,185.952,,5273,,4.438,,0.94,,,,,,"14,15,16,18,19,20,21,22,23,24,25,26,40,41,48,49,51,52",,2019/10/17,2022/10/4,2022/12/14,0.989,0.000445888,0.000415006,TRUE,,,,0.68964037
394657039,159.01,,3,5,5,3,3,4,4,90.2,121.3,317,6,3,2,PC,PC,10.5132,0.006,1,qlp-s39-tois,QLP,51.782268,-78.549831,11.616,0.057,1.959,0.043,2459382.233,0.0004284,3.7628372,3.20E-06,3.956,0.019,12.404555,0.000206,11360,0.18932,17.33058674,0.7854587,1797.827207,1660.759467,297,347.593,2.519,6979.2,136.5,4.22,0.09,1.587460041,0.0717136,0.17,0.12,1.53,0.269377,"1,2,12,13,28,32,39",low amplitude pulsations ~ 1 day potentially phased with planet period,2018/9/5,2022/10/17,2022/12/14,0.98864,0.000556705,0.000500409,TRUE,,,,0.34991103
267263253,135.01,,5,5,5,5,4,5,5,144.8,202.1,317,2,1,3,PC,CP,9.2205,0.006,1,qlp,UNKNOWN,7.328916,-76.304032,-2.97,0.037,6.961,0.031,2459039.738,0.000268541,4.12691,,4.429,0.017,11.998293,4.40E-05,10990,0.0408554,16.98,0.693566,1451.24,1719,294,196.852,0.774,6888,204,4.23416,0.355654,1.59,0.06,,,1.46,0.249445,"1,27,28",HD 2685b,2018/9/5,2020/10/26,2022/12/14,0.98901,0.000360386,0.000360386,TRUE,,,,0.2637055
268644785,505.01,,5,5,5,5,5,5,5,84.4,96.4,317,0,0,1,KP,KP,10.6815,0.006,1,spoc,UNKNOWN,117.414976,-52.120447,-4.516,0.041,-2.283,0.039,2459299.865,0.0011183,3.329464924,8.83E-07,4.012310789,0.015445955,11.574609,0.038815,10603.98639,35.749672,16.02696187,0.6831824,1612.761812,1616.264029,289.72116,324.683,2.4605,6003,,4.16979,,1.522379994,0.0646733,,,1.33,0.225109,"7,9,34,35,36",KELT-15 b,2019/3/8,2021/12/1,2022/12/14,0.989396014,0.000470308,0.00040408,TRUE,,,,0.26905825
444013020,2547.01,,5,5,5,5,5,5,5,103.7,105.4,317,0,1,0,KP,KP,11.302,0.006,1,qlp-s46-tois,SPOC,133.324298,8.523017,2.76,0.061,3.252,0.04,2459577.819,0.0001728,2.3114199,2.30E-06,2.585,0.022,17.611564,0.000385,16090,0.354199,14.2928,0.631063,796.887,1480,286,273.703,2.7065,5785.79,104.216,4.39543,0.0718388,1.07,0.05,0.336,0.034,1.038,0.128489,"34,44,45,46",WASP-65 b,2021/3/11,2022/3/10,2022/12/14,0.98391,0.000797162,0.000720193,TRUE,,,,0.34766129
100100827,185.01,,4,5,5,5,5,4,5,330.4,723.4,129.66,2,5,1,KP,KP,8.8287,0.006,1,qlp,UNKNOWN,24.354462,-45.677794,25.243,0.03,20.597,0.034,2459140.571,4.71E-05,0.9414523,1.00E-07,2.048,0.128,11.753511,1.20E-05,10767,0.0108803,15.4874,0.787181,4845.66,2324,284,123.483,0.37,6400,,4.36583,,1.35,0.07,0.1,0.1,1.2,0.174553,"2,3,29,30",WASP-18 b,2018/12/20,2020/12/21,2022/12/14,0.989233,0.000196646,0.000196646,TRUE,,,,0.36362997
238176110,116.01,,5,5,5,5,5,5,5,98.8,251.1,94.86,1,0,3,KP,KP,11.0443,0.006,1,spoc-s01-s36-b0A-CPKP,UNKNOWN,357.846434,-70.152862,96.185,0.041,-1.747,0.038,2459037.528,0.00025644,2.798579441,6.31E-07,2.340143568,0.013552006,18.286614,0.068604,16701.55025,63.18423,11.76407524,0.72200364,332.5563668,1089.145913,275.6213,149.942,0.5175,4920,,4.49371,,0.906655014,0.0553769,0.32,0.08,0.81,0.0958693,"1,27,28",WASP-91 b,2018/9/5,2021/12/9,2022/12/14,0.98329845,0.000875906,0.000875906,TRUE,,,,0.44699205
341420329,1019.01,,3,4,4,3,3,4,4,131.7,297.7,317,3,3,1,PC,PC,10.6348,0.006,1,spoc,UNKNOWN,120.147994,-54.878552,-11.732,0.047,2.586,0.061,2459232.447,0.000216011,5.234096378,2.66E-05,3.690904709,0.016388487,22.535781,0.077113,20542.29367,71.021614,24.08788202,0.74451643,1453.668007,1574.838624,269.15555,399.544,4.1635,7645,134.4,4.3,0.08,1.562029958,0.0481257,,,1.79,0.289153,"7,8,9,34,35,36",Large for its insolation,2019/7/24,2021/9/29,2022/12/14,0.979457706,0.000887322,0.000589073,TRUE,,,,0.69092633
239154970,1714.01,,5,5,5,5,5,5,5,105.1,158,317,0,0,2,KP,KP,10.7131,0.008,1,qlp-s47-tois,SPOC/QLP,113.184238,33.835021,0.096,0.073,-2.647,0.07,2459603.426,0.0001597,3.4744763,1.90E-06,4.258,0.018,14.119119,0.000108,12920,0.0996836,19.6131,0.810264,1701.38,1789,267,396.11,7.5075,6642.3,107.3,4.14,0.09,1.67,0.07,0.021,0.01,1.4,0.236512,"20,44,45,46,47",HAT-P-33 b,2020/2/19,2022/6/28,2022/12/14,0.98708,0.0005102,0.000464112,TRUE,,,,0.18690105
404340025,834.01,,5,5,5,5,5,5,5,125.7,144.4,317,0,1,1,KP,KP,10.7036,0.006,1,qlp-s38-tois,UNKNOWN,195.828164,-49.639773,25.809,0.13,-22.57,0.083,2459359.571,0.0001414,2.6755523,1.00E-06,3.065,0.013,15.296701,0.000208,13990,0.192006,16.4542,0.867622,963.813,1552,265,258.777,3.2545,6783,202,4.24271,0.49365,1.34,0.07,0.147754,0.0921297,1.1,0.137196,"11,37,38",WASP-108b; only appears in a submitted (never accepted) 2014 paper: arXiv:1410.3449,2019/6/27,2022/10/4,2022/12/14,0.98601,0.000729558,0.000628696,TRUE,,,,0.32490319
350618622,201.01,,3,5,5,3,4,4,4,19,172.1,97.32,8,3,1,CP,CP,8.5822,0.006,1,qlp-s61-ffi,SPOC,87.401782,-54.910423,7.731,0.052,66.448,0.058,2459965.395,0.0007305,52.9780302,4.43E-05,5.579,0.037,7.324052,0.257057,6723,236.73,11.9394,0.607952,41.0598,705,262,113.825,0.346,6461.8,83,4.35,0.16,1.33,0.06,0.18,0.12,1.31,0.212157,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61",TOI 201 b,2019/5/7,2023/4/4,2023/4/7,0.993277,0.000262599,0.000253457,TRUE,,,,
399860444,2140.01,TIC 399860444.01,5,5,5,5,5,5,5,122.8,309.1,123.98,0,2,10,KP,KP,10.854,0.006,1,spoc-s14-s55-b0A-KP,QLP,286.808526,49.316421,5.219,0.043,1.619,0.043,2459012.511,9.38E-05,2.470611418,5.84E-07,1.794486021,0.008252223,15.649912,0.078499,14310.71598,72.29766,13.77034053,0.5475148,817.5658193,1363.799199,260.52148,215.32,1.0445,5854,101.6,4.45,0.07,1.016129971,0.0402412,-0.03,0.1,1.057,0.133502,"26,40,41,54,55",TrES-2 b,2020/8/7,2023/3/15,2023/3/24,0.985689284,0.000714613,0.000714613,TRUE,,,,0.8466553
26826078,5096.01,,5,5,5,5,5,5,5,166.4,495.3,77.55,0,0,0,KP,KP,10.2832,0.006,1,spoc-s42-s46-b0A,SPOC/QLP,111.91643,24.336119,-4.985,0.068,-96.235,0.06,2459577.924,9.75E-05,2.87532875,6.67E-06,1.879360384,0.007927405,23.790555,0.086157,21673.58868,79.3506,10.44863944,0.8208666,145.7123058,886.122588,257.67126,71.0374,0.19885,4604,127.2,4.64,0.1,0.678270996,0.0532261,0.21104,0.0887045,0.73,0.0866324,"44,45,46",HAT-P-20 b,2022/1/6,2022/7/15,2022/12/14,0.978326411,0.000967714,0.000967714,TRUE,,,,0.65706592
354619337,5821.01,,5,5,5,5,5,5,5,231.1,349.3,317,0,0,2,KP,KP,8.08821,0.006,1,spoc-s55-b02,SPOC/QLP,317.551526,10.738897,-5.719,0.1,5.379,0.099,2459798.286,0.00015037,2.148787199,2.04E-05,4.167148992,0.011060316,7.691108,0.030145,7058.741068,27.764378,17.4790409,0.5180879,8702.289373,2463.361388,236.9704,182.273,1.9425,7893,138.264,4.105,0.0759884,2.015660048,0.0594347,,,1.887,0.300321,55,MASCARA-1 b,2022/10/12,2022/10/12,2022/12/14,0.992941259,0.000258956,0.000258956,TRUE,,,,0.03979808
248853232,5823.01,,5,5,5,5,5,5,5,250.1,681.6,101.85,0,0,0,KP,KP,8.8628,0.006,1,spoc-s55-b02,SPOC/QLP,315.025966,-5.094857,33.676,0.08,-93.436,0.043,2459798.775,0.000131971,3.868149218,3.93E-05,2.161019457,0.010707278,18.90341,0.082277,17259.99354,75.777336,12.26589028,0.89079314,180.5563786,934.9167883,236.89902,49.9605,0.13165,4746,125.37,4.4323,0.0935477,0.877591014,0.0636256,,,0.76,0.0891518,55,WASP-69 b,2022/10/12,2022/10/12,2022/12/14,0.982740006,0.000754646,0.000754646,TRUE,,,,0.72067917
178284730,418.01,,5,5,5,5,5,5,5,208.5,515.8,118.92,0,1,3,KP,KP,10.3074,0.006,1,spoc,UNKNOWN,60.385539,-20.450999,-18.665,0.051,20.276,0.052,2459146.1,0.000177223,2.235986455,5.07E-07,1.525433157,0.006451492,20.891691,0.139168,19058.01374,128.17053,13.4367443,0.7075624,491.325955,1200.77649,236.86826,117.598,0.5975,5260,,4.51363,,0.844379008,0.0442312,,,0.924,0.108329,"4,5,31",WASP 140 b; this planet contaminates 178284729 in spoc-s01s06-b02,2019/6/6,2021/12/2,2022/12/14,0.980941986,0.000896324,0.000896324,TRUE,,,,0.84273791
287196418,1190.01,,5,5,5,5,1,5,5,86.1,108.5,317,0,0,0,PC,APC,9.80529,0.006,1,qlp-s60-ffi,UNKNOWN,292.734132,59.403853,0.983,0.045,0.492,0.044,2459955.294,0.0001745,3.6950117,1.10E-06,4.342,0.389,8.576356,0.062536,7868,57.5964,14.9299,0.613754,2182.08,1904,227,280.948,1.884,7106.7,186.5,4.2,0.08,1.63,0.07,,,1.532,0.249804,"14,16,17,20,21,23,24,26,40,41,47,49,50,51,53,54,55,56,57,58,59,60",variable host star; TFOP APC/BEB,2019/8/27,2023/2/27,2023/3/3,0.992132,0.000242093,0.000201826,TRUE,,,,0.11854593
131081852,758.01,,5,5,5,5,3,5,5,94.3,195.6,317,0,0,1,PC,APC,9.957501,0.006,1,spoc-s01-s39-b0A-APC,UNKNOWN,189.76217,-31.992266,-19,2.5,-26.8,2.4,2458575.746,0.000266754,13.27355108,7.75E-06,6.706002867,0.02454332,23.112203,0.099706,21062.15358,91.82865,19.0558857,0.058318935,117.9936529,889.1052168,222.54208,154.532,,6072,193,4.29177,2.00457,1.261260033,,,,,,"10,37",Possible EB; ~1000 ppm secondary,2019/6/11,2023/1/24,2023/1/26,0.978937846,0.000872928,0.000738407,TRUE,,,,
67666096,1766.01,,5,5,5,5,5,5,5,169.6,202.9,317,0,0,2,KP,KP,9.43351,0.006,1,qlp-s48-ffi,SPOC/QLP,148.643119,40.387945,-28.328,0.198,-24.411,0.227,2459635.207,0.0015413,2.7033942,5.10E-06,2.927,0.16,11.284957,0.002071,10340,1.90766,16.72,0.893416,1704.57,1790,222,210.252,5.4075,6518,123.7,4.15,0.09,1.61,0.08,,,1.34,0.219363,"21,48",KELT-3 b,2020/3/12,2022/3/24,2022/12/14,0.98966,0.000443101,0.000443101,TRUE,,,,0.6750418
382391899,391.01,,5,5,5,5,5,5,5,142.5,347.1,114.5,0,0,3,KP,KP,11.0529,0.006,1,spoc,UNKNOWN,43.688074,-10.898024,3.281,0.072,8.963,0.078,2459169.669,0.0001318,1.955093156,5.39E-07,1.787620007,0.010682647,21.530495,0.112812,19634.99087,103.89829,13.14068336,0.62092483,690.3398082,1307.330758,217.93053,184.848,1.86,5400,,4.53926,,0.873417974,0.0410955,0.13,0.03,0.969,0.121331,"4,31",WASP-50b,2019/2/8,2021/12/2,2022/12/14,0.980365009,0.001068655,0.001068655,TRUE,,,,0.70664057
243921117,5801.01,,5,5,5,5,5,5,5,217.3,565.1,95.36,0,0,1,KP,KP,10.3622,0.007,1,spoc-s54-b02,SPOC/QLP,303.1668,-2.144437,-132.759,0.09,-50.429,0.063,2459770.027,0.000120864,3.06781599,2.49E-05,2.110332453,0.010753254,38.160671,0.129028,34536.78482,118.83254,11.79968678,0.353619,72.44198298,744.0760606,216.99556,49.7876,0.11605,3965,157,4.62,0.01,0.636572003,0.0188828,,,0.616961,0.0202632,54,WASP-80 b,2022/9/22,2022/9/22,2022/12/14,0.965463215,0.001449424,0.001449424,TRUE,,,,4.29E-07
204376737,231.01,,4,5,5,5,5,4,5,87.6,258.4,108.44,1,0,2,KP,KP,11.4779,0.007,1,spoc,UNKNOWN,348.157128,-22.674125,-23.305,0.065,-36.895,0.064,2458357.395,0.000118928,3.361001127,1.08E-06,2.57646496,0.01659431,26.422029,0.134052,24041.86516,123.458565,12.72734565,0.63978773,273.0273095,1036.743382,213.4312,197.119,1.6195,5375,,4.49371,,0.817704976,0.0408442,-0.143,0.0284605,0.93,0.118851,"2,29",WASP-6 b,2018/11/29,2021/12/2,2022/12/14,0.975958135,0.001507643,0.001507643,TRUE,,,,0.34845619
35516889,655.01,,5,5,5,5,5,5,5,225.2,191.5,317,0,0,1,KP,KP,11.6044,0.006,1,spoc,UNKNOWN,148.416767,-45.659108,-35.407,0.041,17.288,0.04,2459304.063,0.0001451,0.788839248,4.88E-07,1.596710714,0.009605379,24.632464,0.126853,22431.91516,116.82918,16.12471289,0.7670051,3170.987123,1913.896152,211.58167,268.325,1.709,5568,,4.39267,,1.028049946,0.0486734,0.21,0.1,0.97,0.127479,"9,36",WASP-19 b,2019/5/7,2021/10/7,2022/12/14,0.977568085,0.001296939,0.000926325,TRUE,,,,0.65629572
289539327,1186.01,,5,5,5,5,2,5,5,68.3,113.6,317,0,2,2,PC,APC,9.92402,0.006,1,qlp-s55-ffi,QLP,251.633465,65.715035,-23.07,0.056,31.142,0.056,2459817.02,0.0021321,11.246367,5.02E-05,7.721,0.226,9.804908,0.000335,8990,0.308967,19.4912,0.872579,426.613,1266,204,294.85,2.4105,6115.7,343.6,3.89,0.08,2.01,0.09,,,1.143,0.152388,"14,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55",TFOPWG SB1/APC; strong secondary; too large for insolation; possible eccentric EB,2019/8/27,2022/10/6,2022/12/14,0.99101,0.000283333,0.000252433,TRUE,,,,0.42425461
92352620,107.01,,5,5,5,5,5,5,5,166,236.6,317,0,1,3,KP,KP,9.6433,0.006,1,spoc,UNKNOWN,313.783239,-34.135751,26.376,0.078,-44.947,0.059,2459039.336,0.000386352,3.950200943,1.60E-06,4.564364232,0.018132707,14.00227,0.064564,12813.76293,59.46348,19.70589594,0.8632607,1364.08984,1549.995699,201.10165,211.211,2.4835,6153,,4.18077,,1.71036005,0.074613,0.22,0.1,1.14,0.150731,"1,27",WASP-94 A b,2018/9/5,2021/10/7,2022/12/14,0.987186237,0.000693825,0.000693825,TRUE,,,,0.26567677
236312126,2021.01,,5,5,5,5,5,5,5,120.1,346.7,124.76,0,0,0,KP,KP,10.5484,0.006,1,qlp-s51-tois,QLP,240.549275,28.169625,-17.422,0.034,14.82,0.043,2459713.292,0.0003093,3.9415041,1.90E-06,2.866,0.057,23.409311,0.000774,21330,0.712596,13.8352,0.594068,321.85,1179,193,163.553,0.6195,5729,103.1,4.52,0.07,0.92,0.04,-0.08,0.1,1.023,0.125268,"24,25,51",XO-1 b,2020/6/19,2022/9/2,2022/12/14,0.97867,0.001115718,0.001115718,TRUE,,,,0.28701168
30828562,621.01,,5,5,5,5,3,5,5,204.8,333.5,317,0,0,3,PC,APC,8.1327,0.006,1,spoc,UNKNOWN,134.718341,-43.452796,-29.488,0.058,20.116,0.06,2458520.11,0.000227,3.112361,5.20E-05,2.437419,0.014018,6.908981,0.06335,6343.20305,58.34585,18.92299,2.560921,5401.118741,2186.455692,187.64789,184.125,1.1845,7850,217,4.08695,0.341185,2.04956,0.277062,,,2.09,0.311349,8,possible hot Jupiter,2019/4/10,2019/4/10,2022/12/14,0.993656797,0.000263636,0.000263636,TRUE,,,,0.83322574
375506058,1431.01,,3,5,5,3,4,4,4,207.1,276.7,317,12,12,2,CP,CP,7.79824,0.006,1,qlp-s57-ffi,SPOC,316.203692,55.588022,11.737,0.078,23.869,0.064,2459881.427,0.0005491,2.6502308,3.90E-06,2.099,0.107,5.682387,0.447443,5220,412.025,15.7904,0.778029,1676.91,1782,162,148.925,1.027,7400,189.5,4.11,0.08,1.94,0.06,,,1.758,0.29612,"15,16,55,56,57",TOI-1431 b,2019/11/14,2022/12/13,2022/12/16,0.99478,0.000200832,0.000155008,TRUE,,,,0.88038352
198588220,2014.01,,5,5,5,5,5,5,5,122.2,203.1,317,0,0,0,KP,KP,9.63331,0.006,1,spoc-s14-s55-b0A-KP,QLP,256.610728,44.776885,9.436,0.042,-18.185,0.046,2459694.027,0.000875339,4.810114137,2.18E-06,7.028455727,0.02217203,8.033923,0.04566,7372.207276,42.053932,23.57957136,1.0475386,2884.576407,1869.133242,140.21031,371.686,3.53,6417,122.6,3.7,0.09,2.648099899,0.117203,,,1.292,0.209165,"24,26,51,52,53",HAT-P-67 b,2020/6/19,2023/3/15,2023/3/24,0.992627793,0.000299444,0.000299444,TRUE,,,,0.43839475
52280468,472.01,,5,5,5,5,3,5,5,1853.8,1718.8,317,7,0,1,PC,APC,12.3123,0.007,1,qlp-s33-tois,UNKNOWN,99.86703,-33.540223,45.069,3.739,18.418,3.739,2459226.784,0.001587,0.5682596,1.20E-06,0.755,0,47.198401,0.000913,42540,0.841172,24.8489,0.784699,138.045,954,136,,,3294,,4.438,,0.5,0.02,,,0.500534,0.0209425,"6,7,33",no GAIA radius with Teff 3869K; large planet around an M star if real,2019/2/22,2022/7/11,2022/12/14,0.95746,0.002213201,0.002213201,TRUE,,,,1.01110036
297967252,1025.01,,3,4,3,3,3,4,4,,,44.4,0,0,3,PC,PC,5.5324,0.006,1,qlp-s62-ffi,SPOC/QLP,142.521159,-51.517114,-19.153,0.168,11.046,0.178,2459997.717,0.0013272,9.6837739,2.73E-05,2.379,0.158,5.185898,1.484119,4765,1365.99,,,871.997,1513,99,129.838,1.713,8598.7,1245.7,,,,,,,,,"9,10,35,36,62",literature EB (https://ui.adsabs.harvard.edu/abs/2021A%26A...652A.120I/abstract),2019/7/24,2023/4/12,2023/4/25,0.995235,0.000153804,0.000124937,TRUE,,,,
333607525,890.01,,5,5,5,5,3,5,5,316.8,828.8,317,1,1,3,PC,APC,10.936,0.007,1,qlp-s33-tois,QLP,100.36319,-12.285043,-10,1.9,-0.6,1.9,2459226.741,0.0005088,3.2022978,5.00E-06,3.51,0.397,46.382246,0.104488,41820,96.232,34.5557,,1640.28,,65,474.565,,6600,351.5,4.17,1.78,1.67,,,,,,"6,33",TFOPWG APC; retired as SB2,2019/7/12,2022/7/11,2022/12/14,0.95818,0.001944084,0.001944084,TRUE,,,,0.67458722
